"Date Time","Date Time(RAW)","Percent Available Memory","Percent Available Memory(RAW)","Available Memory","Available Memory(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"12/23/2023 1:30:00 PM - 2:30:00 PM","45283.3750000000","60 %","59.6667","4,886 MB","5122957994.6667","0 %","0.0000","100 %","0000010000"
"12/23/2023 2:30:00 PM - 3:30:00 PM","45283.4166666667","60 %","59.5000","4,880 MB","5117328042.6667","0 %","0.0000","100 %","0000010000"
"12/23/2023 3:30:00 PM - 4:30:00 PM","45283.4583333333","60 %","59.6667","4,882 MB","5119314602.6667","0 %","0.0000","100 %","0000010000"
"12/23/2023 4:30:00 PM - 5:30:00 PM","45283.5000000000","59 %","59.3333","4,878 MB","5115304618.6667","0 %","0.0000","100 %","0000010000"
"12/23/2023 5:30:00 PM - 6:30:00 PM","45283.5416666667","60 %","59.5000","4,881 MB","5117749248.0000","0 %","0.0000","100 %","0000010000"
"12/23/2023 6:30:00 PM - 7:30:00 PM","45283.5833333333","60 %","59.5000","4,880 MB","5116792832.0000","0 %","0.0000","100 %","0000010000"
"12/23/2023 7:30:00 PM - 8:30:00 PM","45283.6250000000","60 %","59.8333","4,910 MB","5148351829.3333","0 %","0.0000","100 %","0000010000"
"12/23/2023 8:30:00 PM - 9:30:00 PM","45283.6666666667","60 %","60.1667","4,942 MB","5182296064.0000","0 %","0.0000","100 %","0000010000"
"12/23/2023 9:30:00 PM - 10:30:00 PM","45283.7083333333","60 %","60.3333","4,951 MB","5191010304.0000","0 %","0.0000","100 %","0000010000"
"12/23/2023 10:30:00 PM - 11:30:00 PM","45283.7500000000","61 %","60.6667","4,951 MB","5191048533.3333","0 %","0.0000","100 %","0000010000"
"12/23/2023 11:30:00 PM - 12:30:00 AM","45283.7916666667","60 %","60.5000","4,947 MB","5187402410.6667","0 %","0.0000","100 %","0000010000"
"12/24/2023 12:30:00 AM - 1:30:00 AM","45283.8333333333","61 %","60.8333","4,956 MB","5197232128.0000","0 %","0.0000","100 %","0000010000"
"12/24/2023 1:30:00 AM - 2:30:00 AM","45283.8750000000","60 %","60.1667","4,951 MB","5191596714.6667","0 %","0.0000","100 %","0000010000"
"12/24/2023 2:30:00 AM - 3:30:00 AM","45283.9166666667","60 %","60.1667","4,941 MB","5181220181.3333","0 %","0.0000","100 %","0000010000"
"12/24/2023 3:30:00 AM - 4:30:00 AM","45283.9583333333","60 %","60.0000","4,929 MB","5168354645.3333","0 %","0.0000","100 %","0000010000"
"12/24/2023 4:30:00 AM - 5:30:00 AM","45284.0000000000","60 %","60.0000","4,931 MB","5170767872.0000","0 %","0.0000","100 %","0000010000"
"12/24/2023 5:30:00 AM - 6:30:00 AM","45284.0416666667","60 %","60.0000","4,929 MB","5168287744.0000","0 %","0.0000","100 %","0000010000"
"12/24/2023 6:30:00 AM - 7:30:00 AM","45284.0833333333","60 %","60.0000","4,932 MB","5171875840.0000","0 %","0.0000","100 %","0000010000"
"12/24/2023 7:30:00 AM - 8:30:00 AM","45284.1250000000","60 %","60.2857","4,959 MB","5199500434.2857","0 %","0.0000","100 %","0000010000"
"12/24/2023 8:30:00 AM - 9:30:00 AM","45284.1666666667","61 %","60.8333","4,971 MB","5212723882.6667","0 %","0.0000","100 %","0000010000"
"12/24/2023 9:30:00 AM - 10:30:00 AM","45284.2083333333","61 %","60.8333","4,968 MB","5209029290.6667","0 %","0.0000","100 %","0000010000"
"12/24/2023 10:30:00 AM - 11:30:00 AM","45284.2500000000","60 %","60.1667","4,951 MB","5191973546.6667","0 %","0.0000","100 %","0000010000"
"12/24/2023 11:30:00 AM - 12:30:00 PM","45284.2916666667","60 %","60.3333","4,957 MB","5197660842.6667","0 %","0.0000","100 %","0000010000"
"12/24/2023 12:30:00 PM - 1:30:00 PM","45284.3333333333","60 %","60.3333","4,953 MB","5193771690.6667","0 %","0.0000","100 %","0000010000"
"12/24/2023 1:30:00 PM - 2:30:00 PM","45284.3750000000","60 %","60.3333","4,953 MB","5193265152.0000","0 %","0.0000","100 %","0000010000"
"12/24/2023 2:30:00 PM - 3:30:00 PM","45284.4166666667","60 %","60.5000","4,952 MB","5192501248.0000","0 %","0.0000","100 %","0000010000"
"12/24/2023 3:30:00 PM - 4:30:00 PM","45284.4583333333","60 %","60.5000","4,951 MB","5191464960.0000","0 %","0.0000","100 %","0000010000"
"12/24/2023 4:30:00 PM - 5:30:00 PM","45284.5000000000","60 %","60.5000","4,948 MB","5187940352.0000","0 %","0.0000","100 %","0000010000"
"12/24/2023 5:30:00 PM - 6:30:00 PM","45284.5416666667","60 %","60.3333","4,945 MB","5184835584.0000","0 %","0.0000","100 %","0000010000"
"12/24/2023 6:30:00 PM - 7:30:00 PM","45284.5833333333","61 %","60.6667","4,951 MB","5191803562.6667","0 %","0.0000","100 %","0000010000"
"12/24/2023 7:30:00 PM - 8:30:00 PM","45284.6250000000","60 %","60.1667","4,944 MB","5184387072.0000","0 %","0.0000","100 %","0000010000"
"12/24/2023 8:30:00 PM - 9:30:00 PM","45284.6666666667","60 %","60.5000","4,948 MB","5188136277.3333","0 %","0.0000","100 %","0000010000"
"12/24/2023 9:30:00 PM - 10:30:00 PM","45284.7083333333","61 %","60.6667","4,960 MB","5200994304.0000","0 %","0.0000","100 %","0000010000"
"12/24/2023 10:30:00 PM - 11:30:00 PM","45284.7500000000","60 %","60.5000","4,956 MB","5197225301.3333","0 %","0.0000","100 %","0000010000"
"12/24/2023 11:30:00 PM - 12:30:00 AM","45284.7916666667","60 %","60.5000","4,958 MB","5198871210.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 12:30:00 AM - 1:30:00 AM","45284.8333333333","61 %","61.0000","4,969 MB","5210416469.3333","0 %","0.0000","100 %","0000010000"
"12/25/2023 1:30:00 AM - 2:30:00 AM","45284.8750000000","61 %","61.0000","4,966 MB","5207151274.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 2:30:00 AM - 3:30:00 AM","45284.9166666667","60 %","60.3333","4,948 MB","5188164266.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 3:30:00 AM - 4:30:00 AM","45284.9583333333","61 %","60.6667","4,964 MB","5204907349.3333","0 %","0.0000","100 %","0000010000"
"12/25/2023 4:30:00 AM - 5:30:00 AM","45285.0000000000","61 %","61.0000","4,970 MB","5211617280.0000","0 %","0.0000","100 %","0000010000"
"12/25/2023 5:30:00 AM - 6:30:00 AM","45285.0416666667","61 %","61.0000","4,968 MB","5209593173.3333","0 %","0.0000","100 %","0000010000"
"12/25/2023 6:30:00 AM - 7:30:00 AM","45285.0833333333","61 %","60.6667","4,965 MB","5205807786.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 7:30:00 AM - 8:30:00 AM","45285.1250000000","60 %","60.5000","4,961 MB","5202220373.3333","0 %","0.0000","100 %","0000010000"
"12/25/2023 8:30:00 AM - 9:30:00 AM","45285.1666666667","61 %","60.6667","4,962 MB","5203264170.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 9:30:00 AM - 10:30:00 AM","45285.2083333333","60 %","60.5000","4,954 MB","5195158186.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 10:30:00 AM - 11:30:00 AM","45285.2500000000","60 %","60.3333","4,949 MB","5189911893.3333","0 %","0.0000","100 %","0000010000"
"12/25/2023 11:30:00 AM - 12:30:00 PM","45285.2916666667","60 %","60.3333","4,946 MB","5185847296.0000","0 %","0.0000","100 %","0000010000"
"12/25/2023 12:30:00 PM - 1:30:00 PM","45285.3333333333","60 %","60.3333","4,949 MB","5188984832.0000","0 %","0.0000","100 %","0000010000"
"12/25/2023 1:30:00 PM - 2:30:00 PM","45285.3750000000","60 %","60.3333","4,948 MB","5188364970.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 2:30:00 PM - 3:30:00 PM","45285.4166666667","60 %","60.3333","4,945 MB","5184893610.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 3:30:00 PM - 4:30:00 PM","45285.4583333333","60 %","60.1667","4,941 MB","5181436586.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 4:30:00 PM - 5:30:00 PM","45285.5000000000","60 %","60.3333","4,949 MB","5189061290.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 5:30:00 PM - 6:30:00 PM","45285.5416666667","60 %","60.0000","4,947 MB","5186900650.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 6:30:00 PM - 7:30:00 PM","45285.5833333333","60 %","60.0000","4,932 MB","5171882666.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 7:30:00 PM - 8:30:00 PM","45285.6250000000","60 %","60.0000","4,933 MB","5173073920.0000","0 %","0.0000","100 %","0000010000"
"12/25/2023 8:30:00 PM - 9:30:00 PM","45285.6666666667","60 %","60.0000","4,940 MB","5179653461.3333","0 %","0.0000","100 %","0000010000"
"12/25/2023 9:30:00 PM - 10:30:00 PM","45285.7083333333","60 %","60.0000","4,937 MB","5176435370.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 10:30:00 PM - 11:30:00 PM","45285.7500000000","60 %","60.0000","4,939 MB","5178790570.6667","0 %","0.0000","100 %","0000010000"
"12/25/2023 11:30:00 PM - 12:30:00 AM","45285.7916666667","60 %","60.0000","4,942 MB","5182199125.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 12:30:00 AM - 1:30:00 AM","45285.8333333333","60 %","60.0000","4,952 MB","5192121002.6667","0 %","0.0000","100 %","0000010000"
"12/26/2023 1:30:00 AM - 2:30:00 AM","45285.8750000000","60 %","60.3333","4,954 MB","5194777941.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 2:30:00 AM - 3:30:00 AM","45285.9166666667","60 %","60.5000","4,955 MB","5195436714.6667","0 %","0.0000","100 %","0000010000"
"12/26/2023 3:30:00 AM - 4:30:00 AM","45285.9583333333","60 %","60.0000","4,941 MB","5180697258.6667","0 %","0.0000","100 %","0000010000"
"12/26/2023 4:30:00 AM - 5:30:00 AM","45286.0000000000","61 %","60.6667","4,955 MB","5195775317.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 5:30:00 AM - 6:30:00 AM","45286.0416666667","60 %","60.3333","4,944 MB","5183959040.0000","0 %","0.0000","100 %","0000010000"
"12/26/2023 6:30:00 AM - 7:30:00 AM","45286.0833333333","60 %","60.5000","4,952 MB","5192641877.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 7:30:00 AM - 8:30:00 AM","45286.1250000000","60 %","60.3333","4,946 MB","5185972224.0000","0 %","0.0000","100 %","0000010000"
"12/26/2023 8:30:00 AM - 9:30:00 AM","45286.1666666667","60 %","60.5000","4,945 MB","5185529173.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 9:30:00 AM - 10:30:00 AM","45286.2083333333","60 %","60.3333","4,945 MB","5185577642.6667","0 %","0.0000","100 %","0000010000"
"12/26/2023 10:30:00 AM - 11:30:00 AM","45286.2500000000","60 %","60.0000","4,929 MB","5168622933.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 11:30:00 AM - 12:30:00 PM","45286.2916666667","60 %","60.0000","4,900 MB","5137997824.0000","0 %","0.0000","100 %","0000010000"
"12/26/2023 12:30:00 PM - 1:30:00 PM","45286.3333333333","60 %","60.1667","4,915 MB","5153230165.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 1:30:00 PM - 2:30:00 PM","45286.3750000000","60 %","60.3333","4,954 MB","5194648917.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 2:30:00 PM - 3:30:00 PM","45286.4166666667","61 %","60.8333","4,977 MB","5218520405.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 3:30:00 PM - 4:30:00 PM","45286.4583333333","60 %","60.5000","4,960 MB","5201211392.0000","0 %","0.0000","100 %","0000010000"
"12/26/2023 4:30:00 PM - 5:30:00 PM","45286.5000000000","60 %","60.5000","4,955 MB","5196191061.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 5:30:00 PM - 6:30:00 PM","45286.5416666667","61 %","60.6667","4,966 MB","5207737685.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 6:30:00 PM - 7:30:00 PM","45286.5833333333","61 %","60.8333","4,977 MB","5219164842.6667","0 %","0.0000","100 %","0000010000"
"12/26/2023 7:30:00 PM - 8:30:00 PM","45286.6250000000","61 %","61.0000","4,981 MB","5222643712.0000","0 %","0.0000","100 %","0000010000"
"12/26/2023 8:30:00 PM - 9:30:00 PM","45286.6666666667","61 %","61.0000","4,989 MB","5231172949.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 9:30:00 PM - 10:30:00 PM","45286.7083333333","61 %","60.6667","4,963 MB","5203800064.0000","0 %","0.0000","100 %","0000010000"
"12/26/2023 10:30:00 PM - 11:30:00 PM","45286.7500000000","61 %","61.0000","4,983 MB","5225205077.3333","0 %","0.0000","100 %","0000010000"
"12/26/2023 11:30:00 PM - 12:30:00 AM","45286.7916666667","61 %","61.0000","4,984 MB","5226134869.3333","0 %","0.0000","100 %","0000010000"
"12/27/2023 12:30:00 AM - 1:30:00 AM","45286.8333333333","61 %","61.0000","4,991 MB","5233539072.0000","0 %","0.0000","100 %","0000010000"
"12/27/2023 1:30:00 AM - 2:30:00 AM","45286.8750000000","61 %","61.0000","4,986 MB","5227939157.3333","0 %","0.0000","100 %","0000010000"
"12/27/2023 2:30:00 AM - 3:30:00 AM","45286.9166666667","61 %","60.8333","4,978 MB","5220120576.0000","0 %","0.0000","100 %","0000010000"
"12/27/2023 3:30:00 AM - 4:30:00 AM","45286.9583333333","60 %","60.5000","4,960 MB","5201354752.0000","0 %","0.0000","100 %","0000010000"
"12/27/2023 4:30:00 AM - 5:30:00 AM","45287.0000000000","61 %","60.8333","4,965 MB","5205861034.6667","0 %","0.0000","100 %","0000010000"
"12/27/2023 5:30:00 AM - 6:30:00 AM","45287.0416666667","61 %","60.6667","4,959 MB","5199373653.3333","0 %","0.0000","100 %","0000010000"
"12/27/2023 6:30:00 AM - 7:30:00 AM","45287.0833333333","61 %","60.8333","4,961 MB","5202294101.3333","0 %","0.0000","100 %","0000010000"
"12/27/2023 7:30:00 AM - 8:30:00 AM","45287.1250000000","61 %","60.8333","4,971 MB","5212360704.0000","0 %","0.0000","100 %","0000010000"
"12/27/2023 8:30:00 AM - 9:30:00 AM","45287.1666666667","61 %","60.8333","4,965 MB","5206426282.6667","0 %","0.0000","100 %","0000010000"
"12/27/2023 9:30:00 AM - 10:30:00 AM","45287.2083333333","61 %","60.6667","4,968 MB","5209008810.6667","0 %","0.0000","100 %","0000010000"
"12/27/2023 10:30:00 AM - 11:30:00 AM","45287.2500000000","61 %","61.0000","4,995 MB","5237684224.0000","0 %","0.0000","100 %","0000010000"
"12/27/2023 11:30:00 AM - 12:30:00 PM","45287.2916666667","61 %","61.0000","4,982 MB","5223747584.0000","0 %","0.0000","100 %","0000010000"
"12/27/2023 12:30:00 PM - 1:30:00 PM","45287.3333333333","60 %","60.5000","4,963 MB","5204595370.6667","0 %","0.0000","100 %","0000010000"
"12/27/2023 1:30:00 PM - 2:30:00 PM","45287.3750000000","61 %","61.0000","4,976 MB","5217935360.0000","0 %","0.0000","100 %","0000010000"
"12/27/2023 2:30:00 PM - 3:30:00 PM","45287.4166666667","61 %","60.6667","4,958 MB","5198330538.6667","0 %","0.0000","100 %","0000010000"
"12/27/2023 3:30:00 PM - 4:30:00 PM","45287.4583333333","60 %","60.5000","4,955 MB","5195979434.6667","0 %","0.0000","100 %","0000010000"
"12/27/2023 4:30:00 PM - 5:30:00 PM","45287.5000000000","60 %","60.5000","4,949 MB","5189258581.3333","0 %","0.0000","100 %","0000010000"
"12/27/2023 5:30:00 PM - 6:30:00 PM","45287.5416666667","60 %","60.1667","4,932 MB","5171490133.3333","0 %","0.0000","100 %","0000010000"
"12/27/2023 6:30:00 PM - 7:30:00 PM","45287.5833333333","61 %","60.8333","4,971 MB","5212116309.3333","0 %","0.0000","100 %","0000010000"
"12/27/2023 7:30:00 PM - 8:30:00 PM","45287.6250000000","61 %","60.8333","4,974 MB","5215551488.0000","0 %","0.0000","100 %","0000010000"
"12/27/2023 8:30:00 PM - 9:30:00 PM","45287.6666666667","61 %","60.8333","4,977 MB","5218276693.3333","0 %","0.0000","100 %","0000010000"
"12/27/2023 9:30:00 PM - 10:30:00 PM","45287.7083333333","61 %","60.6667","4,972 MB","5213598378.6667","0 %","0.0000","100 %","0000010000"
"12/27/2023 10:30:00 PM - 11:30:00 PM","45287.7500000000","61 %","60.6667","4,960 MB","5200913749.3333","0 %","0.0000","100 %","0000010000"
"12/27/2023 11:30:00 PM - 12:30:00 AM","45287.7916666667","61 %","60.6667","4,959 MB","5199532032.0000","0 %","0.0000","100 %","0000010000"
"12/28/2023 12:30:00 AM - 1:30:00 AM","45287.8333333333","61 %","61.0000","4,979 MB","5220704938.6667","0 %","0.0000","100 %","0000010000"
"12/28/2023 1:30:00 AM - 2:30:00 AM","45287.8750000000","61 %","60.8333","4,973 MB","5214113109.3333","0 %","0.0000","100 %","0000010000"
"12/28/2023 2:30:00 AM - 3:30:00 AM","45287.9166666667","61 %","60.6667","4,963 MB","5203905194.6667","0 %","0.0000","100 %","0000010000"
"12/28/2023 3:30:00 AM - 4:30:00 AM","45287.9583333333","60 %","60.3333","4,950 MB","5190944085.3333","0 %","0.0000","100 %","0000010000"
"12/28/2023 4:30:00 AM - 5:30:00 AM","45288.0000000000","61 %","60.8333","4,971 MB","5212912981.3333","0 %","0.0000","100 %","0000010000"
"12/28/2023 5:30:00 AM - 6:30:00 AM","45288.0416666667","61 %","60.8333","4,964 MB","5205269845.3333","0 %","0.0000","100 %","0000010000"
"12/28/2023 6:30:00 AM - 7:30:00 AM","45288.0833333333","60 %","60.3333","4,956 MB","5196670976.0000","0 %","0.0000","100 %","0000010000"
"12/28/2023 7:30:00 AM - 8:30:00 AM","45288.1250000000","60 %","60.5000","4,948 MB","5188635306.6667","0 %","0.0000","100 %","0000010000"
"12/28/2023 8:30:00 AM - 9:30:00 AM","45288.1666666667","60 %","60.3333","4,958 MB","5199260330.6667","0 %","0.0000","100 %","0000010000"
"12/28/2023 9:30:00 AM - 10:30:00 AM","45288.2083333333","60 %","60.0000","4,930 MB","5169642837.3333","0 %","0.0000","100 %","0000010000"
"12/28/2023 10:30:00 AM - 11:30:00 AM","45288.2500000000","60 %","60.3333","4,944 MB","5183696896.0000","0 %","0.0000","100 %","0000010000"
"12/28/2023 11:30:00 AM - 12:30:00 PM","45288.2916666667","60 %","60.1667","4,906 MB","5144774656.0000","0 %","0.0000","100 %","0000010000"
"12/28/2023 12:30:00 PM - 1:30:00 PM","45288.3333333333","60 %","60.1667","4,932 MB","5171739306.6667","0 %","0.0000","100 %","0000010000"
"12/28/2023 1:30:00 PM - 2:30:00 PM","45288.3750000000","60 %","60.0000","4,926 MB","5165295616.0000","0 %","0.0000","100 %","0000010000"
"12/28/2023 2:30:00 PM - 3:30:00 PM","45288.4166666667","61 %","60.6667","4,973 MB","5214463317.3333","0 %","0.0000","100 %","0000010000"
"12/28/2023 3:30:00 PM - 4:30:00 PM","45288.4583333333","61 %","60.6667","4,969 MB","5209931776.0000","0 %","0.0000","100 %","0000010000"
"12/28/2023 4:30:00 PM - 5:30:00 PM","45288.5000000000","60 %","60.3333","4,944 MB","5184425984.0000","0 %","0.0000","100 %","0000010000"
"12/28/2023 5:30:00 PM - 6:30:00 PM","45288.5416666667","61 %","60.6667","4,960 MB","5200454314.6667","0 %","0.0000","100 %","0000010000"
"12/28/2023 6:30:00 PM - 7:30:00 PM","45288.5833333333","61 %","61.0000","4,980 MB","5221385557.3333","0 %","0.0000","100 %","0000010000"
"12/28/2023 7:30:00 PM - 8:30:00 PM","45288.6250000000","61 %","60.6667","4,960 MB","5200956074.6667","0 %","0.0000","100 %","0000010000"
"12/28/2023 8:30:00 PM - 9:30:00 PM","45288.6666666667","61 %","60.8333","4,976 MB","5217655466.6667","0 %","0.0000","100 %","0000010000"
"12/28/2023 9:30:00 PM - 10:30:00 PM","45288.7083333333","61 %","60.6667","4,961 MB","5201558186.6667","0 %","0.0000","100 %","0000010000"
"12/28/2023 10:30:00 PM - 11:30:00 PM","45288.7500000000","61 %","60.8333","4,973 MB","5214746624.0000","0 %","0.0000","100 %","0000010000"
"12/28/2023 11:30:00 PM - 12:30:00 AM","45288.7916666667","61 %","60.6667","4,953 MB","5193917781.3333","0 %","0.0000","100 %","0000010000"
"12/29/2023 12:30:00 AM - 1:30:00 AM","45288.8333333333","61 %","61.0000","4,979 MB","5220818261.3333","0 %","0.0000","100 %","0000010000"
"12/29/2023 1:30:00 AM - 2:30:00 AM","45288.8750000000","61 %","60.8333","4,971 MB","5212172288.0000","0 %","0.0000","100 %","0000010000"
"12/29/2023 2:30:00 AM - 3:30:00 AM","45288.9166666667","61 %","60.8333","4,971 MB","5212914346.6667","0 %","0.0000","100 %","0000010000"
"12/29/2023 3:30:00 AM - 4:30:00 AM","45288.9583333333","60 %","60.5000","4,952 MB","5192030208.0000","0 %","0.0000","100 %","0000010000"
"12/29/2023 4:30:00 AM - 5:30:00 AM","45289.0000000000","61 %","60.8333","4,967 MB","5207862613.3333","0 %","0.0000","100 %","0000010000"
"12/29/2023 5:30:00 AM - 6:30:00 AM","45289.0416666667","61 %","60.8333","4,968 MB","5209236821.3333","0 %","0.0000","100 %","0000010000"
"12/29/2023 6:30:00 AM - 7:30:00 AM","45289.0833333333","61 %","60.6667","4,960 MB","5201189546.6667","0 %","0.0000","100 %","0000010000"
"12/29/2023 7:30:00 AM - 8:30:00 AM","45289.1250000000","60 %","60.5000","4,953 MB","5193668608.0000","0 %","0.0000","100 %","0000010000"
"12/29/2023 8:30:00 AM - 9:30:00 AM","45289.1666666667","61 %","60.8333","4,965 MB","5205821440.0000","0 %","0.0000","100 %","0000010000"
"12/29/2023 9:30:00 AM - 10:30:00 AM","45289.2083333333","60 %","60.5000","4,945 MB","5185129813.3333","0 %","0.0000","100 %","0000010000"
"12/29/2023 10:30:00 AM - 11:30:00 AM","45289.2500000000","60 %","60.0000","4,911 MB","5149964288.0000","0 %","0.0000","100 %","0000010000"
"12/29/2023 11:30:00 AM - 12:30:00 PM","45289.2916666667","60 %","60.0000","4,906 MB","5144474965.3333","0 %","0.0000","100 %","0000010000"
"12/29/2023 12:30:00 PM - 1:30:00 PM","45289.3333333333","60 %","60.0000","4,904 MB","5142018730.6667","0 %","0.0000","100 %","0000010000"
"12/29/2023 1:30:00 PM - 2:30:00 PM","45289.3750000000","60 %","60.0000","4,901 MB","5138550784.0000","0 %","0.0000","100 %","0000010000"
"12/29/2023 2:30:00 PM - 3:30:00 PM","45289.4166666667","59 %","59.3333","4,867 MB","5103551146.6667","0 %","0.0000","100 %","0000010000"
"12/29/2023 3:30:00 PM - 4:30:00 PM","45289.4583333333","59 %","59.0000","4,838 MB","5072822954.6667","0 %","0.0000","100 %","0000010000"
